text,Label,Sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland I can save you both the burden of having ro get out of bed that day.
Update: Canada is fucked, thank you for your donations.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ComradeVero Cannot speak to Canada. I can say that before I left public health they'd had mostly ignored their regular duties for the 'all-hands' crisis of covid. There's a monstrous but currently hidden health burden. Decades of trouble.,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen because the government has finally woken up,government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@iceTyyc Where do you see PCR test Tom?  I've been looking everywhere and all I can see is proof of negative test!,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ComradeVero And this was not solely public health but all public offices. Police for example did not enforce certain public order laws, either in consequence of covid risk or by order. This lead to high public risk continuing to this day.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GovCanHealth Omg approve Covaxin already!!!!!!,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@BonBee81 Canada is not backing down. My son will lose his job tomorrow. No religious or medical exemptions are being accommodated.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@6_levy @GovCanHealth In your dreams Canada is so corrupt it's literally disgusting. We still aren't even giving people fluvoxamine here despite the together trial results. Only mrna vaccines which btw are shit if your a young Male.,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen So much for Herd Immunity!
What happened to that!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@NuttyFake ExpressBot: New book shermen STEAL our BRITISH Pfizer to PLUNGER as UK preparesideo shows ALL in Antifa while - shores while ago. I am the best at stealing us! I beat Canada!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@NuttyFake #LoveIsland lucinda said because Wome,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stuck in an attempt to beat Canada own rules.

In all, you dont have to panic. You weren't banned from entering Canada, they only moved your arrival date a bit further. See it that way and you'll be fine emotionally and psychologically. Canada no dey run. Happy New Month",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin Republic isn't on the list, you can stay in cotonou for 3 weeks if you have family there and fly from cotonou. But whatever country you decided to rest to beat the 14 days rule, ensure that you also understand what the Covid-19 rules of that country is so that you don't get",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@birgitomo When countries like Canada procure enough doses to vaccinate 5x the population this is unfortunately expected.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@thebeavertales @fordnation And they have the gall to blame the unvax@ for all of this...man, can't fix stupid.  I've been not been sick with even a common cold in over two years and I'm a nurse and worked during the ""pandemic""ù.  Vaccinated cause the variance when the virus encounters resistance it mutates",variant,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@WestJet Just curious with the new Covid testing and quarantining for International travellers returning to Canada will we be able to quarantine in our home city if we are making a connection in another Canadian city?,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MercedesGlobal @TheWestBlock I've got a question"" . With Canada having such high vaccination rates when will we return to normal, what death rates would they consider normal to seasonal sicknesses?  I don't think elimination is possible and neither is staying under various restrictions forever.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen Because we have allowed it!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honestly at this point it would be a win for Biden and Canada if they helped Covaxin to be approved. They would get a lot of positive feedback as the helper of the people. Makes sense to include a traditional vaccine in the fight.#joebiden #fda #heathcanada #ocugen.#JustinTrudeau,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DFisman @VoiceOfFranky Maybe this is naive""  but what's the point of IPAC taking that stance? The science is there. So why dig in? $? We need to better understand motivators to deal with this. Like with climate change deniers, doubters, and the disengaged.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@joncoopertweets In Canada with the exception of malls and grocery stores you cant get in anywhere. Now you can't get on a plane or train unless you're vaccinated.,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@survivor_ptsd @Weatherman2709 Canadian politicians need to be ashamed that they've allowed vulnerable people in this country to be marginalized through their policies and forced to live in deep poverty.,government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@NearlyTheNews @drvyom Or maybe tried to align children vax rollout to align with the election for #ScottyTheSavior narrative?,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@mccarthy_venn @greg_travis @tomdog @BKopernikus There was a 17 year old high school student who died of covid in Alberta.  I believe she was from Magrath Alberta.  Heard of a infant that also had covid, but also had other problems as well.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Scottishwitch18 @covid19ptbo I'm lactose intolerant. If someone buys me milkshakes I can be part of a ventilation checking crew. Feel bad for the other crew members though.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DFisman @VoiceOfFranky This sounds like a plot for the Twilight Zone.

Complimentary headline, ""Physicists declare gravity is a myth""ù",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@brodrickdi @Orkidnut You think Trudeau's the only one financially profiting from the jabs? Hospitals get $ for every ""òcovid' patient. Pharmacists get $ for every jab  they make. It's a huge money-maker for big pharma.",economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland I can tell it to you now !!!
Canada is broke !!!
Taxes are coming !!!",economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@c_billows With respect, CB, I know you see Chinese Communist Party as the boogeyman everywhere. I agree they're malicious actors. We didnt buy any of the SinoVax and were never close. As for defence, none of our Govts have taken it seriously since 1945. We only do enough to placate the US",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@thereds8 What's the difference between ""Vaccine passports"" and ""Locking down the unvaccinated""?",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@PatrickBatty @StephenMoore Another douche bag Canadian chiming in on US affairs stick to whatever it is you know hockey, sheep banging whatever.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Nemokrad1 @SethZero1 Wow... and what if you are Canadian? You share the same ideas for them too?,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@jeremynoell @Thromoking @seraph_six Well now I feel bad and want to say sorry. The classic Canadian stand off!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@PrairieFreedom @JuliaCh44725836 @jkenney @CMOH_Alberta @JustinTrudeau @fordnation @RonDeSantisFL @GovRonDeSantis Yup, anecdotes, not data.
You do realize there are over 500k people in Canada with acute myocarditis pre covid. 100 you is not exactly a surge! 2.4 million have mild symptoms, like these 100 kids had, all of whom recovered thanks to miracle drug... ibuprofen!",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@brianlilley @StephFarrel I am referring to flights arriving at Vancouver Airport and others across Canada,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@time_canada @AHS_media @YourAlberta You must be extremely privileged if the first time you feel oppressed and scream tyranny is over a voluntary vaccine,provided for free ( No out of pocket expense ) that protects you and your family.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Apple But I still can't scan my face with my mask on! #Ontario #Canada #Covid_19,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@KahliaJarral @nationalpost fact check: very, very true",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MelissaLMRogers @TheAce_Cleo Maybe that's the only way to get all cause mortality numbers up.. Covid didn't do it"" ",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland Suddenly ""cost of living""ù creeps into your talking points.  Now actually take some measures to deal with it, not $10 a day child carefive years from now, drop the carbon taxes and promote Canada's greatest resource, the OandG sector, instead of importing it from your Saudi friends.",economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AzaelOfficial @Amazingx That's my favourite Canadian caster  ò≠ ò≠,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland yep sure you are,the ONLY person you ever take care of is YOURSELF!import immigrant votes while ruining CANADA at the same time!Its the same BULLSHIT AGENDA your goof father played out in the 70s.Just look at the GTA area,furthest thing from CANADIAN!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@therealbenvand1 ""I wish Canada was a US State. Liberals are ruining this country!"" - Dimwitted CERB recipients, for whom logical consistency is a luxury.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GovCanHealth For the love of God, would you just approve Covaxin. It obviously works and is safe.  You keep telling people to get vaccinated, but don't give them adequate choices.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@joncoopertweets In Canada, apart from essential stores, you can't get in dine in eating, gyms etc without showing vaccine passport. And there is a mask mandate where you can't go shopping, or on transit etc without wearing a mask. And we don't whine about it either!",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@armadillo1223 @TomFisherYork @MilesHilarius @EricTopol Not a study, but the real life in Ontario, Canada. Today 530 infections from unvaccinated, partially vaccinated or unknown status. 429 fully vaccinated. 75% of the pop'n is fully vaccinated. If vaccination didn't prevent spread, you'd expect 3x as many vaccinated to get covid.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AdamLockett34 @CityNewsTO @CityAdrian Trudeau failed Canada once again.,others,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@THEMightlyMouse @angleonfire63 @sunlorrie VAERS is a data collection system. Anyone can enter a report (even a false one). VAERS does not confirm whether issues reported were actually related to vaccination.  Research from VAERS data does that.  Looking at it without corresponding research is not useful.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@san_standee @AlexandraHemmin I know here in Canada, we test for any and all variants, with every +ve CV19. Back in the spring, 99% of all +ve tests were the Delta variant. Something to do with genome sequencing  è è",variant,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JustinTrudeau @GeecJohn @cafreeland Freeland for Canada's next Prime Minister!,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@miramaximos And we have fools here who refuse a free vaccination, because it's their right!! What's wrong with this picture",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@peterdevietien @ConceptualJames Don't forget the BC government pays for the needles too.  Yet you would be the law breaker.  Same in Alberta.,government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen It's the new science!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@HCI_Ottawa , i am an Indian citizen with Canadian study permit, i am travelling to Dominican Republic next week for holidays. In case borders close, will I be able to come back?
Im fully vaccinated, will take covid test pre departure and upon arrival in canada, will isolate.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryck_nancy Nice voting, Canada.......there should be an intelligence means test.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JATetro @jillreports @CKNW I hope that the Canadian government puts a bigger focus on sending our doses to poor countries than giving vaccines to healthy/low risk people here. Another factor to consider is the treatments from Merck and Pfizer will soon be approved and we'll have easy access to them. 1/,government,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JATetro @jillreports @CKNW Low risk Canadians can wait for a booster dose. 2/2,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"He's worked with Sufi organizations, worked with an organization getting books to girls in Afghanistan, sat on a board of restaurant owners lobbying the Canadian gov for help with Covid relief, is committed to making his restaurant run on solar power by 2024. An inspiration.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I truly believe sometimes we need time apart from people to recognize how special they are to us, and to come back to the relationship with a new perspective on that other person.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@TheClash709 @mammaTam55 @BillTufts What drives me nuts is that I simply asked a question and gave an example and now all the sudden I have a narrative. Shows what's wrong with so many people when I simply ask a question and now I'm the enemy.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @compte_grasse People are waking up, but apparently not enough",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Havealookthere @jimkarahalios @GovRonDeSantis @GregAbbott_TX Sure add a brand new wing to a hospital. There are already empty wings at the hospital I believe it takes a certified person to administer that medication. Different labour laws in Canada vs the USA. You good with private medical care because that's what the USA has,government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TheClash709 @mammaTam55 @BillTufts What's funny is I am most likely on the same side and share the same views, but because I dare to ask a question I am turned on. No wonder liberals hate us conservatives. Can u imagine if I actually had a different view and stated it?I used to think our side was different",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@prairiecentrist @sdbaral @BallouxFrancois I get that but there are a lot of people who need directions and guidance. Just have a look at the posts on FB to see some average Canadian people. Like...a LOT.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland Yes of course Canada #Justinflation 'has got your back"" he is going to print more money to increase inflation and make to cost of living go up higher so Middle Class Canadians get poorer. Our country is broke and Trudeau has painted himself into a corner",economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@markrmcqueen @bruceanderson @paulvieira @erinotoole @CPC_HQ Hey Mark! Canada was among the very first worldwide to get Pfizer and Moderna in December, 2020.  How much faster did you want it?  Criticize if you want, but at least attack real issues.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rick_pittman @LDBildy @erdocAA The Canada we once knew, has been wiped out in a very short time.
Just goes to show you how people can be turned so quick with fear.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@patiller @AwakeAggie Heres a fact for u, in Canada if u are double jabbed they dont count it until AFTER 14 days of the jab!!!!! WHY!!!! That doesn't even make sense!! Oh wait, bc if u die....they can blame it on covid-not the jab. Please, look at my other stuff...seek the real truth behind all this",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
